835,22,0.007479,9.069538,12
1024,23,0.011055,10.093118,15
72,17,0.000375,9.284264,13
953,25,0.005046,11.836435,17
91,16,0.000827,6.661417,10
652,22,0.008477,9.291833,12
350,22,0.001848,10.564102,14
612,21,0.003323,9.863636,11
232,17,0.001161,7.561014,7
177,21,0.002543,10.859873,13
511,23,0.007594,10.022744,15
1037,23,0.005546,10.367812,11
197,19,0.000995,8.416822,13
697,22,0.003761,9.232994,14
239,19,0.001239,7.895476,13
1622,22,0.013546,9.629885,10
315,20,0.002802,8.777648,10
30,21,0.000139,10.580247,19
373,22,0.001915,10.771859,18
550,22,0.002765,10.636796,16
34,16,0.000161,8.382978,14
118,16,0.000567,8.448598,10
1449,25,0.008418,10.865614,15
873,22,0.004706,10.118905,14
808,23,0.004260,9.782529,13
1167,25,0.006050,10.593128,15
308,21,0.001544,9.518029,15
41,13,0.000209,5.991304,7
533,23,0.002903,11.054149,13
346,24,0.001997,11.700108,16
929,24,0.004916,10.369896,14
117,16,0.000566,8.802507,12
26,18,0.000148,9.150685,16
666,23,0.003480,10.134049,13
1734,26,0.009786,10.843086,14
1824,27,0.010072,12.291623,17
231,22,0.001084,11.593496,14
1807,26,0.010382,10.781548,14
655,22,0.003636,9.411631,12
2298,25,0.013029,10.216819,13
76,14,0.000372,7.304762,8
786,25,0.004498,11.416506,19
609,21,0.003122,9.135718,11
2231,26,0.012682,10.694921,16
1757,24,0.010267,9.848607,14
299,24,0.001438,11.831869,20
41,18,0.000204,10.157895,14
543,23,0.002707,10.765031,15
438,21,0.002390,10.033107,11
2864,28,0.020983,12.437920,16
221,20,0.002224,9.798680,12
2849,27,0.016327,11.161755,15
179,19,0.001524,8.808642,11
1075,26,0.005603,11.732819,16
177,18,0.001678,8.541323,12
752,24,0.003988,10.177579,16
182,18,0.001601,8.150407,8
1355,24,0.010428,10.072455,12
205,23,0.000979,11.230072,17
712,24,0.009540,10.665620,16
1421,27,0.007342,12.271489,19
2186,25,0.011921,9.902309,13
168,21,0.000808,10.796909,15
39,22,0.000181,12.396227,18
4038,28,0.023340,11.225081,14
90,20,0.000420,9.860083,16
2905,27,0.016271,10.940865,17
2301,27,0.012332,12.010624,15
698,25,0.003809,11.009101,19
2190,24,0.012179,9.419497,10
936,24,0.004732,11.966962,16
238,22,0.001131,10.145963,16
3038,27,0.017460,11.000495,15
1632,26,0.008987,10.894079,18
4306,25,0.027325,10.285652,11
739,26,0.004084,12.154713,20
382,20,0.002055,9.361576,14
2084,26,0.011860,10.754519,16
99,16,0.000553,7.474452,10
2764,27,0.015440,11.540628,17
428,19,0.002489,8.572294,11
715,25,0.003489,13.386460,21
68,15,0.000328,7.328043,11
34,17,0.000160,9.442105,13
121,15,0.000586,7.109423,7
993,25,0.008702,10.838868,17
163,17,0.000780,8.934685,11
2389,27,0.012991,11.827178,17
369,20,0.001889,8.174874,8
356,20,0.002146,8.549634,12
1461,27,0.007612,11.347736,21
854,26,0.004386,11.648506,18
730,22,0.008605,9.536723,12
257,22,0.001635,11.500000,14
414,22,0.003638,9.894454,12
181,19,0.001394,10.116565,17
336,20,0.001878,8.961665,8
707,21,0.003696,8.465201,9
1467,24,0.007728,11.101968,14
1319,25,0.007370,10.812268,13
