462,112,0.003144,6.674473,12
216,79,0.001187,7.104452,15
269,69,0.001638,6.236167,13
286,87,0.001621,6.713562,17
16,16,0.000080,5.555555,10
257,48,0.001559,6.155148,12
206,48,0.002564,6.259787,14
168,49,0.000903,6.870044,11
45,19,0.000233,5.566929,7
174,69,0.002395,7.673774,13
45,31,0.000246,7.757812,15
380,101,0.002389,6.831901,11
104,47,0.000547,5.671378,13
377,102,0.002367,6.287081,14
89,41,0.000540,5.734694,13
376,102,0.002261,6.235407,10
110,50,0.000570,6.013333,10
112,59,0.000715,6.460784,19
137,28,0.000806,6.922667,18
152,66,0.000829,6.900474,16
399,98,0.003000,6.314079,14
195,48,0.001062,6.339622,10
251,71,0.001412,6.695335,15
181,60,0.001025,7.118367,14
289,87,0.001789,6.287671,13
290,81,0.001740,6.476846,15
146,67,0.000803,6.771289,15
17,15,0.000132,5.300000,7
143,57,0.000855,6.714286,13
433,108,0.002765,6.601829,16
237,68,0.001908,6.582946,14
220,62,0.001219,6.299003,12
237,80,0.001333,6.510769,16
318,93,0.001810,6.567010,13
396,118,0.002311,6.547445,14
66,53,0.000338,9.174864,17
252,64,0.001787,6.138528,14
312,94,0.001899,6.489607,14
191,70,0.001042,6.619231,12
165,75,0.000888,7.522421,13
126,28,0.001045,5.779710,8
88,45,0.000456,7.190871,19
374,111,0.002164,6.269305,11
242,80,0.001339,6.775384,16
422,94,0.002592,6.516239,14
82,46,0.000431,8.658009,20
19,18,0.000134,7.592593,14
158,47,0.000898,6.780093,15
315,95,0.001921,6.418098,11
282,88,0.001663,7.368011,16
308,62,0.001996,7.066667,12
111,51,0.000645,6.903974,15
201,51,0.001117,6.092391,11
319,100,0.001832,7.132420,16
335,90,0.001925,6.501085,12
45,36,0.000228,7.228346,16
204,62,0.001322,6.587388,8
117,58,0.000622,8.228395,12
100,57,0.000527,7.080000,17
91,48,0.000480,6.160643,16
233,77,0.001288,6.822684,19
133,27,0.000792,6.210959,13
459,89,0.003009,6.670616,15
196,74,0.001130,7.155722,18
238,96,0.001322,8.197227,14
20,20,0.000096,8.109091,16
174,57,0.000960,7.222222,17
259,83,0.001720,6.873061,15
82,43,0.000467,6.942983,19
165,56,0.000969,6.169643,10
389,114,0.002313,6.425532,16
138,44,0.000746,6.562500,16
161,73,0.000955,7.337054,15
183,64,0.001034,6.607646,18
269,73,0.001588,6.108725,11
191,62,0.001057,6.950000,20
163,46,0.000894,6.193694,14
286,74,0.001941,6.638677,16
241,80,0.001559,6.262444,10
325,91,0.003574,6.593050,17
120,41,0.001245,6.020833,11
293,77,0.002621,6.871128,21
71,39,0.000369,5.454082,11
18,17,0.000089,7.326923,13
119,41,0.000640,5.883234,7
159,67,0.000925,7.498835,17
89,41,0.000509,6.086066,11
359,121,0.002161,6.866197,17
240,44,0.001596,5.918305,8
399,106,0.002555,6.302430,12
439,117,0.002801,6.793585,21
151,72,0.000882,7.068558,18
189,58,0.001040,6.454369,12
70,26,0.000389,9.000000,14
146,40,0.001097,6.571429,12
146,37,0.000875,6.402500,17
131,38,0.000752,6.994413,8
71,31,0.000399,5.413265,9
211,64,0.001218,6.622838,14
181,83,0.001086,7.017787,13
