2631,22,0.004222,9.774966,12
3276,23,0.005065,10.594288,15
145,17,0.000233,9.950617,13
2720,25,0.004228,11.775547,17
165,16,0.000276,7.096774,10
1734,22,0.002700,9.239794,12
1741,22,0.002882,10.431170,14
439,21,0.000679,10.747945,11
464,17,0.000757,7.584399,7
611,21,0.000930,11.494012,13
724,23,0.001097,11.710304,15
1659,23,0.002583,10.909189,11
372,19,0.000576,9.049839,13
1420,22,0.002402,9.650211,14
465,19,0.000728,8.188131,13
2130,22,0.003385,9.634297,10
794,20,0.001292,9.225782,10
71,21,0.000116,12.862386,19
456,22,0.000681,11.522388,18
368,22,0.000574,10.877483,16
27,16,0.000054,9.428572,14
76,16,0.000139,8.516394,10
2805,25,0.004419,11.123680,15
805,22,0.001314,10.197925,14
1666,23,0.002634,10.279697,13
2470,25,0.004062,10.338623,15
1294,21,0.002105,9.674256,15
100,13,0.000168,6.926554,7
1609,23,0.002489,11.258124,13
225,24,0.000422,13.974648,16
1820,24,0.002758,11.518036,14
129,16,0.000230,9.446511,12
37,18,0.000073,10.050847,16
1500,23,0.002425,10.924990,13
4075,26,0.006549,11.363244,14
5873,27,0.008946,12.110498,17
487,22,0.000746,11.700876,14
5296,26,0.008999,11.093875,14
2349,22,0.003613,9.767512,12
5296,25,0.008704,10.856009,13
125,14,0.000203,7.920188,8
3436,25,0.005906,11.440825,19
1193,21,0.001817,9.667332,11
9239,26,0.014254,10.242444,16
2256,24,0.003472,10.428988,14
626,24,0.001068,13.136726,20
92,18,0.000151,10.040269,14
1145,23,0.001990,11.032413,15
1201,21,0.001906,10.724241,11
5557,28,0.008475,12.398662,16
730,20,0.001109,9.963636,12
9355,27,0.015029,10.633541,15
661,19,0.001017,8.776682,11
2195,26,0.003330,12.085301,16
257,18,0.000403,9.281031,12
2440,24,0.003717,10.662484,16
339,18,0.000611,8.489547,8
2316,24,0.003954,10.874057,12
272,23,0.000450,13.174825,17
3401,24,0.005654,10.825363,16
9544,27,0.014505,11.499490,19
8845,25,0.014175,9.668015,13
360,21,0.000600,10.340641,15
103,22,0.000182,13.312500,18
11359,28,0.018862,11.550103,14
406,20,0.000627,9.658753,16
8302,27,0.013310,11.223281,17
6762,27,0.010612,11.856771,15
2421,25,0.003683,11.353425,19
3944,24,0.006697,9.623235,10
899,24,0.001353,11.501695,16
868,22,0.001390,10.489273,16
14476,27,0.022940,10.901702,15
3141,26,0.004828,11.717854,18
8979,25,0.014093,9.914412,11
1631,26,0.002484,11.589589,20
413,20,0.000683,9.480118,14
8936,26,0.014833,10.440800,16
166,16,0.000301,8.793706,10
7986,27,0.014095,11.351538,17
490,19,0.000797,8.274940,11
324,25,0.000529,14.129741,21
56,15,0.000099,7.910112,11
83,17,0.000138,9.681481,13
186,15,0.000293,7.261981,7
2713,25,0.004136,11.469310,17
206,17,0.000338,9.240687,11
5691,27,0.008863,11.792600,17
1408,20,0.002127,8.118837,8
573,20,0.001415,9.419624,12
2764,27,0.004312,11.321617,21
2791,26,0.009253,10.968472,18
2006,22,0.006001,9.711864,12
1238,22,0.002976,10.955782,14
1016,22,0.001593,10.972749,12
244,19,0.000386,9.900744,17
722,20,0.001108,9.404429,8
2213,21,0.003505,8.089580,9
2265,24,0.003412,11.273212,14
3613,25,0.005560,10.673361,13
